,index,value
2270,2270,"[-0.22370805591344833, 0.13767316145822406, 0.12722482669050805, -0.34319402277469635, 0.14612705633044243, 0.28194908329169266, -0.00933871790766716, -0.07637196034193039, 0.11536174453794956, -0.008648891001939774, -0.09556670673191547, -0.01841126987710595, 0.15541107673197985, -0.03582399617880583, -0.06345202459488064, -0.13221751153469086, 0.08136148378252983, -0.021152543486095965, 0.022821412654593587, -0.06730565498583019, -0.46150144189596176, -0.41001126915216446, -0.06987115391530097, 0.15573317557573318, -0.13817420601844788, -0.20702594332396984, -0.2096129022538662, 0.3018480874598026, 0.05355299264192581, 0.010203048470430076, -0.04107315372675657, 0.041027433006092906, -0.13955438695847988, -0.16983419843018055, 0.06067144684493542, -0.0034616871271282434, -0.09980576299130917, -0.20459005422890186, -0.0008624226247775368, 0.04179610824212432, -0.25286397337913513, -0.08300539292395115, 0.09248892776668072, 0.5860406309366226, -0.0006832506333012134, -0.26761071383953094, -0.2292732633650303, -0.15655896672978997, -0.01974748237989843, 0.13204272650182247]"
2271,2271,"[-0.18441359512507915, 0.11685482785105705, 0.12019148096442223, -0.2842250969260931, 0.15079576335847378, 0.22815803065896034, -0.00802302174270153, -0.05109217204153538, 0.08400647528469563, -0.015161420218646526, -0.09271461749449372, -0.039406479569152, 0.11611747555434704, -0.031245627906173468, -0.07342231459915638, -0.09900608856696635, 0.09174682758748531, -0.05233817268162966, 0.010305927717126906, -0.041775190620683134, -0.4239497072994709, -0.3713744431734085, -0.06395374098792672, 0.13542542327195406, -0.10309476644033566, -0.19082635454833508, -0.16913084872066975, 0.26149822026491165, 0.04022578988224268, 0.017858607854577713, 0.0032728950027376413, 0.007570943096652627, -0.1289139837026596, -0.15176165662705898, 0.05476108752191067, 0.022562624886631966, -0.0949974823743105, -0.18361644819378853, 0.011102508811745793, 0.03782230615615845, -0.22148040123283863, -0.06094204820692539, 0.1043898006901145, 0.5140538737177849, 0.005099622328998521, -0.211311686784029, -0.22144924849271774, -0.13378229271620512, -0.026143836657865904, 0.12702632322907448]"
2272,2272,"[-0.1715489597991109, 0.1183741744607687, 0.12268670834600925, -0.30904753878712654, 0.11920356284826994, 0.2477195095270872, -0.019864411558955908, -0.0709155946969986, 0.09246371500194073, -0.00847194716334343, -0.07971143815666437, 0.01388862426392734, 0.1550695663318038, -0.026494386955164373, -0.05691291659604758, -0.12073788791894913, 0.09621425159275532, -0.009167838143184781, 0.022743935463950038, -0.06675417860969901, -0.40720464661717415, -0.3524749428033829, -0.07313871325459331, 0.11024557333439589, -0.11529822554439306, -0.1838071197271347, -0.17070071026682854, 0.2799506299197674, 0.05584833677858114, 0.0010601080721244216, -0.030225872673327103, 0.05218222038820386, -0.1354329064488411, -0.1715888287872076, 0.012498983327532187, -0.01751551008783281, -0.1097459802404046, -0.16722466237843037, -0.001578304661961738, 0.02605703053995967, -0.23834585770964622, -0.06293590320274234, 0.09410148672759533, 0.5204700641334057, 0.009144862648099661, -0.24175279214978218, -0.20924309827387333, -0.1484136413782835, -0.013993412809213623, 0.10525457747280598]"
2273,2273,"[-0.19920500554144382, 0.11316210776567459, 0.14325723494403064, -0.31731022149324417, 0.11497698072344065, 0.24996568262577057, 5.8721285313367844e-05, -0.07175423437729478, 0.11835476290434599, 0.003252788446843624, -0.06623196881264448, 0.011107377475127578, 0.16802658513188362, -0.051884254440665245, -0.07219111919403076, -0.135324839502573, 0.08207533974200487, -0.012799453281331807, 0.027502723038196564, -0.055242006201297045, -0.45325078070163727, -0.3655557334423065, -0.06551379337906837, 0.11628209240734577, -0.13006127532571554, -0.18022098392248154, -0.1941161137074232, 0.29394783452153206, 0.07581944577395916, 0.0022382780734915286, -0.015167960431426764, 0.07545770821161568, -0.14540802873671055, -0.19896975718438625, -0.01602743042167276, -0.03792643919587135, -0.1335174273699522, -0.18613434582948685, -0.0049924428458325565, 0.03664724621921778, -0.24219242110848427, -0.06380943348631263, 0.1061191288754344, 0.5754904858767986, 0.02245593024417758, -0.24262170679867268, -0.2081283386796713, -0.18390288297086954, -0.014493866357952356, 0.11060881335288286]"
2274,2274,"[-0.18882102519273758, 0.13029408641159534, 0.14435631688684225, -0.3181694410741329, 0.13649491965770721, 0.25239472463727, -0.012507966719567776, -0.08299928903579712, 0.09557678550481796, 0.0018010989297181368, -0.09696746524423361, -0.005287642008624971, 0.1638773325830698, -0.0370383700937964, -0.0557676050812006, -0.12902278173714876, 0.07186873443424702, -0.03171019398723729, 0.03561582189286128, -0.060427552089095116, -0.446635190397501, -0.38269273564219475, -0.07775775343179703, 0.13211341947317123, -0.13055097497999668, -0.18264125101268291, -0.2172274123877287, 0.2840755395591259, 0.0879782879492268, -0.0003143424110021442, -0.03238826245069504, 0.05669388407841325, -0.12351622618734837, -0.1642063409090042, 0.03671232517808676, -0.032652229303494096, -0.12882092129439116, -0.19923881068825722, 0.006033379475411493, 0.04227624507620931, -0.2247101217508316, -0.07521812338382006, 0.11594906449317932, 0.5743720084428787, -0.0005148045311216265, -0.25225553289055824, -0.21512682922184467, -0.16419362742453814, -0.01529809542989824, 0.11892981920391321]"
2275,2275,"[-0.1942209843546152, 0.13031221134588122, 0.15602497663348913, -0.33946868032217026, 0.14290178008377552, 0.22988446336239576, -0.024603655096143484, -0.0670503294095397, 0.08368567191064358, 0.0007117283530533314, -0.10173078998923302, 0.0131365658598952, 0.1357999797910452, -0.025325116352178156, -0.06946367584168911, -0.14096289314329624, 0.08000464458018541, -0.01250314395292662, 0.014190575573593378, -0.06603870147955604, -0.43211328983306885, -0.40217795222997665, -0.07608061749488115, 0.12771723698824644, -0.13061976246535778, -0.1987629197537899, -0.20883102342486382, 0.3175727091729641, 0.09086235892027617, 0.012971736025065184, -0.03858972527086735, 0.04511067899875343, -0.14180778712034225, -0.17514057457447052, 0.006464325822889805, -0.02977346652187407, -0.13176871463656425, -0.17751012835651636, -0.0021179070317884907, 0.06297119334340096, -0.23765908367931843, -0.08119317796081305, 0.10299767553806305, 0.5787908434867859, 0.009548369678668678, -0.2577015720307827, -0.21347295120358467, -0.1415629293769598, -0.020335507520940155, 0.1178583912551403]"
2276,2276,"[-0.1757310964167118, 0.10799574933480471, 0.14142510667443275, -0.32366595789790154, 0.14432045631110668, 0.29032192192971706, -0.01009434973821044, -0.07312338473275304, 0.1087810518220067, -0.014344770926982164, -0.06997937336564064, -0.018170614494010806, 0.17019321070984006, -0.05819379771128297, -0.08243079576641321, -0.12898206897079945, 0.07813298515975475, -0.014431074727326632, 0.039137484738603234, -0.06581571558490396, -0.44612090289592743, -0.3720776066184044, -0.04978697339538485, 0.13923256378620863, -0.11877197679132223, -0.18209458887577057, -0.18754610605537891, 0.2967650927603245, 0.06317996792495251, 0.02107108908239752, -0.023153234273195267, 0.043452521320432425, -0.1359404195100069, -0.18189635686576366, 0.035785671148914844, -0.02630061365198344, -0.11479214299470186, -0.19751899875700474, 0.016579711576923728, 0.012385895010083914, -0.23694143630564213, -0.06274252571165562, 0.09759588167071342, 0.5468030050396919, 0.02299771594698541, -0.24103442952036858, -0.2144689615815878, -0.14333385042846203, -0.0282055881107226, 0.10739408899098635]"
2277,2277,"[-0.20677948743104935, 0.1389443865045905, 0.13066936656832695, -0.32753608375787735, 0.12887502182275057, 0.23276015184819698, 0.006232222687685862, -0.07840474834665656, 0.1059200456365943, -0.0009218701161444187, -0.09213084727525711, 0.00521738879615441, 0.13687735050916672, -0.035170371003914624, -0.09168157260864973, -0.1266958173364401, 0.08123262273147702, -0.02731687785126269, 0.010960075887851417, -0.06369132152758539, -0.4619070924818516, -0.36638086661696434, -0.09167431620880961, 0.11521138809621334, -0.12502467446029186, -0.20133362896740437, -0.2022466231137514, 0.2952956184744835, 0.044778223731555045, 0.003055271808989346, -0.019202785100787878, 0.0646714634494856, -0.1465330868959427, -0.1788253467530012, 0.024022254394367337, -0.0031886083306744695, -0.10935606341809034, -0.18392438255250454, -0.0164252141257748, 0.0468005184084177, -0.24336079694330692, -0.07244211947545409, 0.10980307776480913, 0.5566970407962799, 0.007261686725541949, -0.21472138352692127, -0.21049541048705578, -0.15445903223007917, -0.023368230322375894, 0.14416521228849888]"
2278,2278,"[-0.18350698612630367, 0.11943807546049356, 0.14674519374966621, -0.3149532601237297, 0.10798639617860317, 0.24785841815173626, -0.004286330193281174, -0.07368926564231515, 0.09376016817986965, -0.021588491275906563, -0.08424392156302929, 0.008503656601533294, 0.14290133677423, -0.05047932965680957, -0.06696088379248977, -0.1283231656998396, 0.07961348444223404, -0.02965647168457508, 0.0220325494883582, -0.06388827599585056, -0.4420197047293186, -0.37390390411019325, -0.0673299883492291, 0.1337783932685852, -0.12493357132188976, -0.1833786629140377, -0.18998698331415653, 0.2917107455432415, 0.06922051403671503, 0.022553596121724695, -0.03338347002863884, 0.04790619667619467, -0.15465921722352505, -0.17011922039091587, 0.009365365956909955, -0.019302561995573342, -0.11429549939930439, -0.18110222928225994, 0.0010695501696318388, 0.04152157623320818, -0.23589090816676617, -0.0655498974956572, 0.10031507629901171, 0.5483219176530838, 0.009417796158231795, -0.23240165784955025, -0.22110296785831451, -0.15178532898426056, -0.012591521561262198, 0.131033836863935]"
2279,2279,"[-0.1976332999765873, 0.11433113104430959, 0.1395263411104679, -0.3232804834842682, 0.13530262559652328, 0.2689508816692978, 0.003995387349277735, -0.0823054533902905, 0.10100768692791462, 0.0033470671623945236, -0.08110364526510239, -0.0168113617473864, 0.17393035150598735, -0.045811140444129705, -0.05784718366339803, -0.14293265528976917, 0.06731225457042456, -0.033500765450298786, 0.024430336663499475, -0.05797738442197442, -0.44807592779397964, -0.3899349831044674, -0.0797320258570835, 0.14063336327672005, -0.13864264823496342, -0.18899663165211678, -0.21450757794082165, 0.28134552389383316, 0.08063566824421287, 0.013895877869799733, -0.03134089522063732, 0.05854011932387948, -0.12463631480932236, -0.17313985154032707, 0.04373223823495209, -0.03612459311261773, -0.1308907549828291, -0.20377946458756924, 0.00885506224585697, 0.03408287325873971, -0.23245692439377308, -0.08753189351409674, 0.11999742034822702, 0.5821906253695488, 0.0030770526500418782, -0.25012361630797386, -0.23463032767176628, -0.18303033197298646, -0.008946496644057333, 0.11788439750671387]"
2280,2280,"[-0.1973353810608387, 0.11645072436658666, 0.15425176359713078, -0.3060851935297251, 0.14063516072928905, 0.23638318944722414, 0.0019483240321278572, -0.06986529426649213, 0.09362486563622952, 0.00734589237254113, -0.08256278559565544, -0.016070015262812376, 0.15408020466566086, -0.03254328202456236, -0.063494554720819, -0.12697215657681227, 0.07252892386168242, -0.02628484508022666, 0.013485196977853775, -0.05802323902025819, -0.42386266961693764, -0.3780747316777706, -0.07691386237274855, 0.12619147263467312, -0.1179091646336019, -0.1837118212133646, -0.20618262700736523, 0.28686873614788055, 0.06439143745228648, 0.00893441482912749, -0.038114639930427074, 0.04827172798104584, -0.1285990308970213, -0.16866867989301682, 0.013741352129727602, -0.022946514887735248, -0.11738771758973598, -0.1863631410524249, -0.016689116950146854, 0.051464186515659094, -0.21798793971538544, -0.08748059440404177, 0.11390967853367329, 0.56125208735466, 0.011403397613321431, -0.23426346480846405, -0.23480262979865074, -0.1709370482712984, -0.00890611414797604, 0.1232222355902195]"
2281,2281,"[-0.1776938894763589, 0.13305742666125298, 0.12422112934291363, -0.3085622377693653, 0.1049308879300952, 0.2469582431949675, -0.005686661694198847, -0.08817843161523342, 0.10823211073875427, -0.01333722984418273, -0.08885631058365107, -0.00526960869319737, 0.154427629429847, -0.054103953298181295, -0.07124900119379163, -0.11861071363091469, 0.06489382311701775, -0.04717086395248771, 0.039200701779918745, -0.05802411260083318, -0.4559578150510788, -0.356549970805645, -0.07353607751429081, 0.11693351855501533, -0.1262215143069625, -0.16880230978131294, -0.19857787527143955, 0.2543892804533243, 0.060537380166351795, 0.006068608490750194, -0.03808844927698374, 0.062142595648765564, -0.1263218792155385, -0.16235177218914032, 0.044048496056348085, -0.011517325416207314, -0.10571142937988043, -0.18851961381733418, 0.009508231654763222, 0.03574657905846834, -0.22860140539705753, -0.05719863157719374, 0.0992477023974061, 0.5404183715581894, -0.0009960916358977556, -0.21360989473760128, -0.21090597845613956, -0.14843694074079394, -0.023341449443250895, 0.12250960152596235]"
2282,2282,"[-0.20410594902932644, 0.10347988363355398, 0.1463176344987005, -0.2997973058372736, 0.12576664332300425, 0.27395844273269176, -0.003967841621488333, -0.06897797295823693, 0.10663854982703924, 0.00970741594210267, -0.0654686875641346, -0.002043597458396107, 0.1819717176258564, -0.04949154349742457, -0.05315399169921875, -0.12445589853450656, 0.0706528420560062, -0.03443989437073469, 0.031669334042817354, -0.05818442860618234, -0.4232395216822624, -0.3597164787352085, -0.053857218474149704, 0.1314878212288022, -0.12205600086599588, -0.17734055779874325, -0.19905363209545612, 0.27479163743555546, 0.0872689038515091, 0.018762517487630248, -0.017074450384825468, 0.06434093712596223, -0.12968697492033243, -0.17798814736306667, 0.01616514229681343, -0.06126150977797806, -0.13594284653663635, -0.19393198378384113, -0.0016101028304547071, 0.02437477745115757, -0.2172796782106161, -0.07072531012818217, 0.11249812040477991, 0.5449810959398746, 0.02798707503825426, -0.2401417549699545, -0.20062179304659367, -0.18651427421718836, -0.005283871782012284, 0.09302179515361786]"
2283,2283,"[-0.1898663081228733, 0.1429256247356534, 0.12430555373430252, -0.3297053277492523, 0.1332512628287077, 0.28281586058437824, -0.015275598969310522, -0.08961291052401066, 0.10048974677920341, -0.009643766563385725, -0.09526297077536583, 0.002580472733825445, 0.1777729718014598, -0.035675474151503295, -0.0501677836291492, -0.13865361735224724, 0.0805169241502881, -0.03955547045916319, 0.04794013034552336, -0.06860520923510194, -0.4535718597471714, -0.38301584124565125, -0.0766695033526048, 0.12390005588531494, -0.13231265265494585, -0.18745314702391624, -0.20771865919232368, 0.2821614369750023, 0.07710102014243603, -0.003929911181330681, -0.04427537880837917, 0.07065439503639936, -0.12245979625731707, -0.16815529204905033, 0.060220749117434025, -0.02134243492037058, -0.11088240053504705, -0.20626473613083363, 0.015631375717930496, 0.02570090303197503, -0.2332699429243803, -0.06365889497101307, 0.10791663825511932, 0.5765048339962959, 0.0007684151642024517, -0.25522182136774063, -0.2290582749992609, -0.16622444055974483, -0.010523480013944209, 0.11585422046482563]"
2284,2284,"[-0.22413801401853561, 0.13097526802448556, 0.1469445675611496, -0.36850450560450554, 0.1677053403109312, 0.24720541760325432, -0.00930767972022295, -0.06941673252731562, 0.08090550545603037, -0.014060845132917166, -0.1033660527318716, -0.005807195324450731, 0.15293795382604003, -0.03454714105464518, -0.07218633592128754, -0.16979728266596794, 0.06417177338153124, 0.00011646479833871126, 0.025134831201285124, -0.067626619245857, -0.4469031132757664, -0.41597676277160645, -0.07358345470856875, 0.17162691988050938, -0.14040367677807808, -0.20194289088249207, -0.24078550562262535, 0.3210826776921749, 0.11127265961840749, 0.015959537588059902, -0.03118831478059292, 0.05310507770627737, -0.13128083385527134, -0.16717087477445602, 0.034711996326223016, -0.04666370595805347, -0.14341957308351994, -0.1859695464372635, 0.013011736329644918, 0.042708235792815685, -0.23570973053574562, -0.09459458664059639, 0.11947374138981104, 0.6052349507808685, 0.012728955131024122, -0.26858414709568024, -0.2093366775661707, -0.16226891847327352, -0.0078494674526155, 0.12885063141584396]"
